"Format","AIM CSV File"
"Venue","OTTOBIANO"
"Vehicle","EasyKart60"
"User","ANDREA"
"Data Source","AIM Data Logger"
"Comment",""
"Date","02/17/07"
"Time","16:46:07"
"Sample Rate","10"
"Duration","58.600"
"Segment","Lap 10 - 0:58.600"

"Time","Distance","Engine","Temperature","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"Time","Distance","Engine","Temperature","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"sec","km","rpm","°C","km/h","#","g","g","deg","deg","deg/s","°","°","cm",
"","","1","2","3","4","5","6","7","8","9","10","11","12",

10.400,0.215,8114.000000,0.000000,46.364002,8.120000,1.556419,-0.055804,0.159946,126.255554,68.725502,45.166113992268,8.816895246205,84.87
10.500,0.216,8117.720215,0.000000,46.088001,9.000000,1.555832,-0.031688,0.154904,133.197525,68.977608,45.166106366904,8.816907842106,84.85
10.600,0.217,8144.609863,0.000000,46.013000,9.000000,1.544437,-0.002702,0.154904,140.102570,68.618706,45.166097703414,8.816918847957,84.85
10.700,0.219,8135.370117,0.000000,46.112999,9.000000,1.519670,0.030770,0.155649,146.895905,67.460190,45.166088208847,8.816928103602,84.86
10.800,0.220,8082.549805,0.000000,46.226002,9.000000,1.481132,0.066212,0.161379,153.578659,65.505486,45.166077950698,8.816935936709,84.86
10.900,0.221,8022.100098,0.000000,46.413002,9.000000,1.430815,0.099244,0.167108,160.087555,62.830227,45.166067053463,8.816942267430,84.87
11.000,0.223,8009.390137,0.000000,46.577999,9.000000,1.371850,0.125629,0.172093,166.298660,59.706459,45.166055687590,8.816947020107,84.88
11.100,0.224,8110.310059,0.000000,47.152000,9.000000,1.311495,0.140014,0.170603,172.012421,56.425018,45.166044068714,8.816949929439,84.86
11.200,0.225,8199.650391,0.000000,47.577999,9.000000,1.257597,0.147884,0.158399,176.830887,53.476349,45.166032168604,8.816951097286,84.85
11.300,0.227,8312.969727,0.000000,48.178001,9.000000,1.210709,0.152900,0.138976,176.750336,50.937229,45.166020015213,8.816950802152,84.85
11.400,0.228,8475.599609,0.000000,48.752003,9.000000,1.170666,0.157610,0.103854,172.310364,48.772827,45.166007725915,8.816949062222,84.86
11.500,0.229,8585.719727,0.000000,49.191002,9.000000,1.135365,0.164646,0.063747,167.488922,46.847687,45.165995461559,8.816945912382,84.90
11.600,0.231,8640.120117,0.000000,49.864998,9.000000,1.096992,0.176698,0.022895,162.943542,44.859982,45.165983469808,8.816941243866,84.99
11.700,0.232,8748.000000,0.000000,50.390999,9.000000,1.047121,0.192879,-0.022197,158.605896,42.373116,45.165971640059,8.816935085521,85.03
11.800,0.233,8750.990234,0.000000,51.104000,9.000000,0.981152,0.210725,-0.060814,154.494919,39.255539,45.165959878849,8.816927643111,85.03
11.900,0.235,8785.950195,0.000000,51.877998,9.000000,0.897809,0.227990,-0.088717,150.680862,35.427490,45.165948246983,8.816919001848,85.00
12.000,0.236,8899.519531,0.000000,52.530003,9.000000,0.796233,0.240213,-0.109401,147.272217,30.906853,45.165936838331,8.816909298864,84.95
12.100,0.238,9008.200195,0.000000,53.504002,9.000000,0.679992,0.243929,-0.113641,144.504379,25.902639,45.165925809037,8.816898649214,84.82
12.200,0.239,9145.990234,0.000000,54.304001,9.000000,0.562584,0.242074,-0.106422,142.211853,21.030893,45.165914955197,8.816887064129,84.74
12.300,0.241,9270.639648,0.000000,55.112000,9.000000,0.448701,0.236013,-0.088259,140.335205,16.402542,45.165903994684,8.816874564492,84.71
12.400,0.242,9395.519531,0.000000,55.897999,9.000000,0.346143,0.228098,-0.065341,138.877136,12.350584,45.165893157513,8.816861528975,84.73
12.500,0.244,9514.360352,0.000000,56.612000,9.000000,0.258498,0.218538,-0.043225,137.805481,9.021470,45.165882388839,8.816848019042,84.81
12.600,0.246,9648.160156,0.000000,57.411999,9.000000,0.190177,0.209067,-0.026036,137.078033,6.564627,45.165871775895,8.816834248631,84.90
12.700,0.247,9815.000000,0.000000,58.198002,9.000000,0.134067,0.200413,-0.010451,136.550446,4.556525,45.165861128618,8.816820104670,84.93
12.800,0.249,9830.120117,0.000000,58.897999,9.000000,0.086523,0.193491,-0.005524,136.181702,2.918782,45.165850319993,8.816805559329,84.92
12.900,0.251,9939.099609,0.000000,59.584000,9.000000,0.045174,0.187564,-0.007128,135.957108,1.520307,45.165839380794,8.816790706433,84.90
13.000,0.252,10055.080078,0.000000,60.198002,9.000000,0.008655,0.184913,-0.018587,135.853516,0.275842,45.165828380969,8.816775690723,84.87
